,abstenciones,acta_id,ausentes,base_mayoria,fecha,hora,nroperiodo,numero,persona_id,presidente_id,presidente_nombre,resultado,reunion,sesion,sesion_id,tipo_mayoria,tipo_periodo,tipo_sesion,titulo,votos_afirmativos,votos_negativos
216,0,3696,56,Votos Emitidos,2017-11-23,00:12,135,17,,,MONZÓ Emilio,AFIRMATIVO,20,14,HCDN135R20,Más de la mitad,Ordinario,Especial,Expediente 294-S-2016 - Orden del Día 2028. Artículo 10.,157,43
217,3,3712,82,Votos Emitidos,2017-11-23,01:49,135,33,,,MONZÓ Emilio,AFIRMATIVO,20,14,HCDN135R20,Más de la mitad,Ordinario,Especial,Expediente 5876-D-2017. Votación en General y Particular.,171,0
218,2,3729,10,Votos Emitidos,2017-12-19,07:13,135,10,,,MONZÓ Emilio,AFIRMATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,Expediente 123-S-2017 Orden del Día 3 - Artículo 3,127,117
219,2,3730,9,Votos Emitidos,2017-12-19,07:15,135,11,,,MONZÓ Emilio,AFIRMATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,Expediente 123-S-2017 Orden del Día 3 - Artículo 7,127,118
220,0,3720,11,Votos Emitidos,2017-12-18,14:43,135,1,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Tres cuartos,Extraordinario,Especial,"Moción de Apartamiento del Reglamento solicitada por el Diputado FURLAN, Francisco Abel - Votación.-",112,133
221,1,3721,10,Votos Emitidos,2017-12-18,14:47,135,2,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Tres cuartos,Extraordinario,Especial,"Moción de Apartamiento del Reglamento solicitada por la Diputada Del PLÁ, Romina. Votación.-",109,136
222,36,3722,10,Votos Emitidos,2017-12-18,14:50,135,3,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Tres cuartos,Extraordinario,Especial,"Moción de Orden solicitada por la Diputada GONZÁLEZ SELIGRA, Nathalia. Votación.-",69,141
223,0,3723,20,Votos Emitidos,2017-12-18,15:18,135,4,,,MONZÓ Emilio,AFIRMATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,"Moción de Orden solicitada por el Diputado PIETRAGALLA CORTI, Horacio. Votación.-",125,111
224,1,3724,13,Votos Emitidos,2017-12-18,16:15,135,5,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,"Moción de Orden solicitada por el Diputado DEL CAÑO, Nicolás. Votación.-",114,128
225,1,3725,15,Votos Emitidos,2017-12-18,16:25,135,6,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,"Moción de Orden para pedir pase a cuarto intermedio solicitada por el Diputado CLERI, Marcos. Votación.-",109,131
226,0,3726,22,Votos Emitidos,2017-12-19,00:42,135,7,,,MONZÓ Emilio,NEGATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,"Solicitud de vuelta a Comisión solicitada por la Diputada CAMAÑO, Graciela. Votación.-",107,127
227,2,3727,10,Votos Emitidos,2017-12-19,07:05,135,8,,,MONZÓ Emilio,AFIRMATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,Expediente 123-S-2017 - Orden del Día 3 - Votación en General.,127,117
228,2,3728,9,Votos Emitidos,2017-12-19,07:08,135,9,,,MONZÓ Emilio,AFIRMATIVO,24,2,HCDN135R24,Más de la mitad,Extraordinario,Especial,Expediente 123-S-2017 Orden del Día 3 - Artículo 1,127,118
229,18,3731,15,Votos Emitidos,2017-12-20,01:05,135,12,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expediente 20-PE-2017 y 17-PE-2017- Orden del Día 4 - Votación en General.,146,77
230,18,3732,27,Votos Emitidos,2017-12-20,01:57,135,13,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 49.,118,93
231,2,3733,34,Votos Emitidos,2017-12-20,02:07,135,14,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 Orden del Día 4 - Artículo 87,117,103
232,53,3734,37,Votos Emitidos,2017-12-20,02:55,135,15,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 146 y 147.,154,12
233,58,3735,36,Votos Emitidos,2017-12-20,02:58,135,16,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 150,153,9
234,1,3736,34,Votos Emitidos,2017-12-20,03:03,135,17,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 171.,130,91
235,22,3737,57,Votos Emitidos,2017-12-20,03:26,135,18,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expedientes 17-PE-2017 y 20-PE-2017 - Orden del Día 4 - Artículo 221.-,108,69
236,6,3738,49,Votos Emitidos,2017-12-20,03:50,135,19,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expediente 151-S-2017 - Votación en General y Particular.-,195,6
237,1,3739,52,Votos Emitidos,2017-12-20,04:15,135,20,,,MONZÓ Emilio,AFIRMATIVO,25,2,HCDN135R25,Más de la mitad,Extraordinario,Especial,Expediente 6514-D-2017 - Votación en General y Particular.,203,0
238,0,3745,34,Votos Emitidos,2017-12-22,01:15,135,6,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 56.,142,80
239,2,3746,34,Votos Emitidos,2017-12-22,01:21,135,7,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 95.,139,81
240,1,3747,34,Votos Emitidos,2017-12-22,01:22,135,8,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 96.,140,81
241,1,3748,34,Votos Emitidos,2017-12-22,01:25,135,9,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 101.,141,80
242,0,3749,38,Votos Emitidos,2017-12-22,01:27,135,10,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 105.,133,85
243,15,3750,35,Votos Emitidos,2017-12-22,01:38,135,11,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 117.,146,60
244,0,3751,36,Votos Emitidos,2017-12-22,01:40,135,12,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 118.,146,74
245,3,3752,39,Votos Emitidos,2017-12-22,03:38,135,13,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 125-S-2017 - Orden del Día 6 - Votación en General.,159,55
246,20,3753,38,Votos Emitidos,2017-12-22,03:42,135,14,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 124-S-2017 - Orden del Día 7 - Votación en General y Particular.-,145,53
247,0,3754,38,Votos Emitidos,2017-12-22,03:43,135,15,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 23-PE-2017 - Orden del Día 8. Votación en General.-,212,6
248,0,3755,39,Miembros del Cuerpo,2017-12-22,03:47,135,16,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 23-PE-2017 - Orden del Día 8 - Artículo 1.-,214,3
249,0,3740,75,Votos Emitidos,2017-12-21,14:06,135,1,,,MONZÓ Emilio,NEGATIVO,26,3,HCDN135R26,Tres cuartos,Extraordinario,Especial,"Pedido de Apartamiento del Reglamento solicitado por la Diputada GONZÁLEZ SELIGRA, Nathalia.",68,113
250,2,3756,39,Miembros del Cuerpo,2017-12-22,03:48,135,17,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 23-PE-2017 - Orden del Día 8 - Artículo 4.-,212,3
251,1,3741,26,Votos Emitidos,2017-12-22,00:37,135,2,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Votación en General.-,165,64
252,1,3757,39,Miembros del Cuerpo,2017-12-22,03:49,135,18,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 23-PE-2017 - Orden del Día 8 - Artículos 5 y 6.-,213,3
253,0,3742,27,Votos Emitidos,2017-12-22,00:44,135,3,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 6.,139,90
254,0,3758,41,Votos Emitidos,2017-12-22,03:59,135,19,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 25-PE-2017 - Votación en General y Particular,215,0
255,0,3743,27,Votos Emitidos,2017-12-22,00:49,135,4,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 8.-,143,86
256,0,3744,29,Votos Emitidos,2017-12-22,01:05,135,5,,,MONZÓ Emilio,AFIRMATIVO,26,3,HCDN135R26,Más de la mitad,Extraordinario,Especial,Expediente 54-JGM-2017 - Orden del Día 5 - Artículo 32.,146,81
257,3,1841,5,Votos Emitidos,2016-03-15,13:09,134,1,,,MONZÓ Emilio,NEGATIVO,2,2,HCDN134R02,Más de la mitad,Ordinario,Especial,"Moción de Orden solicitada por el Diputado RECALDE, Héctor Pedro",84,164
258,11,1842,6,Votos Emitidos,2016-03-15,13:14,134,2,,,MONZÓ Emilio,AFIRMATIVO,2,2,HCDN134R02,Más de la mitad,Ordinario,Especial,Expediente 03-PE-2016 - Votación,239,0
259,0,1843,5,Votos Emitidos,2016-03-16,08:35,134,3,,,MONZÓ Emilio,AFIRMATIVO,2,2,HCDN134R02,Más de la mitad,Ordinario,Especial,Expediente 01-PE-2016 - Orden del Día 13 - Votación en General.,165,86
260,16,1839,20,Votos Emitidos,2016-04-06,12:37,134,1,,,MONZÓ Emilio,NEGATIVO,3,3,HCDN134R03,Tres cuartos,Ordinario,Especial,"Moción de Orden solicitada por la Diputada BREGMAN, Myriam.",89,131
261,12,1840,96,Votos Emitidos,2016-04-06,17:48,134,2,,,MONZÓ Emilio,AFIRMATIVO,3,3,HCDN134R03,Más de la mitad,Ordinario,Especial,Expediente 1275-D-16. Votación.,134,14
262,4,1844,19,Votos Emitidos,2016-05-18,13:30,134,1,,,MONZÓ Emilio,NEGATIVO,6,5,HCDN134R06,Dos tercios,Ordinario,Tablas,Pedido de Tratamiento sobre Tablas,141,92
263,3,1845,23,Votos Emitidos,2016-05-18,13:51,134,2,,,MONZÓ Emilio,AFIRMATIVO,6,5,HCDN134R06,Más de la mitad,Ordinario,Tablas,Expediente 5280-D-15 - Orden del Día 67 - Votación en General y Particular.,230,0
264,3,1846,22,Votos Emitidos,2016-05-18,13:52,134,3,,,MONZÓ Emilio,AFIRMATIVO,6,5,HCDN134R06,Más de la mitad,Ordinario,Tablas,Expediente 04-PE-16 (y otros) - Votación en General y Particular.,231,0
265,1,1847,22,Votos Emitidos,2016-05-18,18:07,134,4,,,MONZÓ Emilio,AFIRMATIVO,6,5,HCDN134R06,Más de la mitad,Ordinario,Tablas,Expediente 08-PE-16 - Orden del Día 23 - Votación en General.,229,4
266,7,1848,17,Votos Emitidos,2016-05-18,22:39,134,5,,,MONZÓ Emilio,AFIRMATIVO,6,5,HCDN134R06,Más de la mitad,Ordinario,Tablas,Expediente 09-PE-16 - Orden del Día 43 - Votación en General.,232,0
267,88,1849,18,Votos Emitidos,2016-05-19,05:44,134,6,,,MONZÓ Emilio,AFIRMATIVO,6,5,HCDN134R06,Más de la mitad,Ordinario,Tablas,Expediente 07-S-16 - Orden del Día 109 - Votación en General.,147,3
268,9,1851,65,Votos Emitidos,2016-06-01,20:54,134,2,,,MONZÓ Emilio,AFIRMATIVO,7,6,HCDN134R07,Más de la mitad,Ordinario,Tablas,Expediente 06-PE-16 - Orden del Día 111 - Votación en General.,171,11
269,3,1852,115,Votos Emitidos,2016-06-01,21:21,134,3,,,MONZÓ Emilio,AFIRMATIVO,7,6,HCDN134R07,Más de la mitad,Ordinario,Tablas,Expediente 07-PE-16 - Orden del Día 112 - Votación en General.,129,9
270,0,1850,52,Votos Emitidos,2016-06-01,15:48,134,1,,,MONZÓ Emilio,NEGATIVO,7,6,HCDN134R07,Dos tercios,Ordinario,Tablas,"Solicitud de Tratamiento sobre Tablas del Diputado RAFFO, Julio César.",128,76
271,1,2168,20,Votos Emitidos,2016-06-16,01:26,134,15,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 13,149,86
272,0,2184,28,Votos Emitidos,2016-06-16,02:37,134,31,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 37,145,83
273,0,2169,21,Votos Emitidos,2016-06-16,01:29,134,16,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 14,144,91
274,1,2185,30,Votos Emitidos,2016-06-16,02:39,134,32,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 38,144,81
275,0,2031,44,Votos Emitidos,2016-06-15,12:06,134,1,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 0070-S-2015 - Votación en General y Particular,212,0
276,0,2170,22,Votos Emitidos,2016-06-16,01:31,134,17,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 15 a 21,151,83
277,0,2186,35,Votos Emitidos,2016-06-16,03:04,134,33,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 39 a 55,143,78
278,3,2155,15,Votos Emitidos,2016-06-16,00:37,134,2,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Votación en General.,162,76
279,0,2171,18,Votos Emitidos,2016-06-16,01:43,134,18,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 21 bis,231,7
280,0,2187,33,Votos Emitidos,2016-06-16,03:10,134,34,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 55 bis,217,6
281,0,2156,16,Votos Emitidos,2016-06-16,00:47,134,3,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 1,164,76
282,1,2172,20,Votos Emitidos,2016-06-16,01:47,134,19,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 22 a 24,229,6
283,3,2188,33,Votos Emitidos,2016-06-16,03:21,134,35,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 56 a 65,140,80
284,0,2157,15,Votos Emitidos,2016-06-16,00:51,134,4,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 2,151,90
285,0,2173,24,Votos Emitidos,2016-06-16,01:51,134,20,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 25,227,5
286,1,2189,34,Votos Emitidos,2016-06-16,03:24,134,36,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 66 a 69,138,83
287,0,2158,16,Votos Emitidos,2016-06-16,00:54,134,5,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 3,158,82
288,1,2174,22,Votos Emitidos,2016-06-16,01:54,134,21,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 25 bis,227,6
289,0,2190,30,Votos Emitidos,2016-06-16,03:27,134,37,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 70 a 78,143,83
290,0,2159,16,Votos Emitidos,2016-06-16,00:56,134,6,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 4,161,79
291,0,2175,35,Votos Emitidos,2016-06-16,02:03,134,22,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 26 y 27,127,94
292,2,2191,27,Votos Emitidos,2016-06-16,03:34,134,38,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 79 y 80,146,81
293,0,2160,16,Votos Emitidos,2016-06-16,01:01,134,7,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 5,135,105
294,3,2176,51,Votos Emitidos,2016-06-16,02:09,134,23,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 28,122,80
295,0,2192,35,Votos Emitidos,2016-06-16,03:44,134,39,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 81 a 88,137,84
296,0,2161,17,Votos Emitidos,2016-06-16,01:02,134,8,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 6,152,87
297,0,2177,43,Votos Emitidos,2016-06-16,02:11,134,24,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 29 y 30,127,86
298,1,2193,46,Votos Emitidos,2016-06-16,03:50,134,40,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 89,124,85
299,0,2162,18,Votos Emitidos,2016-06-16,01:03,134,9,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 7,156,82
300,0,2178,42,Votos Emitidos,2016-06-16,02:14,134,25,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 31,124,90
301,4,2194,118,Votos Emitidos,2016-06-16,03:53,134,41,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículos 90 a 92,131,3
302,0,2163,17,Votos Emitidos,2016-06-16,01:05,134,10,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 8,160,79
303,0,2179,28,Votos Emitidos,2016-06-16,02:21,134,26,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 32,126,102
304,0,2164,17,Votos Emitidos,2016-06-16,01:08,134,11,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 9,164,75
305,2,2180,30,Votos Emitidos,2016-06-16,02:22,134,27,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 33,124,100
306,0,2165,18,Votos Emitidos,2016-06-16,01:12,134,12,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 10,157,81
307,0,2181,25,Votos Emitidos,2016-06-16,02:26,134,28,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 34,147,84
308,0,2166,16,Votos Emitidos,2016-06-16,01:13,134,13,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 11,162,78
309,0,2182,25,Votos Emitidos,2016-06-16,02:31,134,29,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 35,146,85
310,0,2167,21,Votos Emitidos,2016-06-16,01:16,134,14,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 12,158,77
311,0,2183,25,Votos Emitidos,2016-06-16,02:35,134,30,,,MONZÓ Emilio,AFIRMATIVO,8,7,HCDN134R08,Más de la mitad,Ordinario,Especial,Expediente 15-PE-16 - Orden del Día 186 - Artículo 36,147,84
312,1,2195,69,Votos Emitidos,2016-06-23,14:12,134,1,,,MONZÓ Emilio,AFIRMATIVO,9,8,HCDN134R09,Más de la mitad,Ordinario,Especial,Expediente 2578-D-16 - Orden del Día 228. - Votación.,137,49
313,0,2196,58,Votos Emitidos,2016-06-23,18:46,134,2,,,MONZÓ Emilio,AFIRMATIVO,9,8,HCDN134R09,Más de la mitad,Ordinario,Especial,Expediente 1331-D-16 (y otros) - Orden del Día 246 - Votación en General.,193,5
314,3,2197,68,Votos Emitidos,2016-06-24,00:06,134,3,,,MONZÓ Emilio,AFIRMATIVO,9,8,HCDN134R09,Más de la mitad,Ordinario,Especial,Expediente 1880-D-16 - Orden del Día 247 - Votación en General.,135,50
315,4,2200,57,Votos Emitidos,2016-06-30,15:18,134,3,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 10-PE-16 - Orden del Día 249 - Votación,195,0
316,1,2201,63,Votos Emitidos,2016-06-30,15:21,134,4,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 154-S-14 - Votación en General y Particular,192,0
317,0,2202,55,Votos Emitidos,2016-06-30,18:44,134,5,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 1656-D-2016 - Orden del Día 251 - Votación en General,197,4
318,0,2203,56,Votos Emitidos,2016-07-01,00:18,134,6,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 14-PE-16 - Orden del Día 252 - Votación en General,197,3
319,0,2204,74,Votos Emitidos,2016-07-01,01:19,134,7,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 14-PE-16 - Orden del Día 252 - Artículo 31,95,87
320,0,2205,76,Votos Emitidos,2016-07-01,01:26,134,8,,,MONZÓ Emilio,AFIRMATIVO,10,9,HCDN134R10,Más de la mitad,Ordinario,Especial,Expediente 4023-D-2014 - Votación,179,1
321,1,2198,55,Votos Emitidos,2016-06-30,14:32,134,1,,,MONZÓ Emilio,NEGATIVO,10,9,HCDN134R10,Tres cuartos,Ordinario,Especial,"Moción de Apartamiento de Reglamento solicitada por el Diputado SOLANAS, Julio Rodolfo.",120,80
322,0,2199,61,Votos Emitidos,2016-06-30,14:42,134,2,,,MONZÓ Emilio,NEGATIVO,10,9,HCDN134R10,Tres cuartos,Ordinario,Especial,"Moción de Apartamiento de Reglamento solicitada por el Diputado MARTÍNEZ, Norman Darío",114,81
323,1,2412,102,Votos Emitidos,2016-09-01,16:07,134,1,,,MONZÓ Emilio,AFIRMATIVO,13,12,HCDN134R13,Más de la mitad,Ordinario,Especial,Expediente 64-S-16 - Orden del Día 404 - Votación en General y Particular.-,150,3
324,0,2413,94,Votos Emitidos,2016-09-01,18:03,134,2,,,MONZÓ Emilio,AFIRMATIVO,13,12,HCDN134R13,Más de la mitad,Ordinario,Especial,Expediente 12-S-16 - Orden del Día 365 - Votación en General y Particular.,124,38
325,0,2741,58,Votos Emitidos,2016-09-14,14:33,134,1,,,MONZÓ Emilio,AFIRMATIVO,14,13,HCDN134R14,Dos tercios,Ordinario,Tablas,Expediente 08-PE-2016,182,16
326,0,2742,52,Votos Emitidos,2016-09-14,15:17,134,2,,,MONZÓ Emilio,AFIRMATIVO,14,13,HCDN134R14,Más de la mitad,Ordinario,Tablas,Votación en General y Particular de Proyectos de Ley y Resolución.,204,0
327,7,2743,102,Votos Emitidos,2016-09-14,16:04,134,3,,,GIOJA José Luis,AFIRMATIVO,14,13,HCDN134R14,Más de la mitad,Ordinario,Tablas,Expediente 19-PE-16 - Orden del Día 409 - Votación en General y Particular.,136,11
328,0,2744,81,Votos Emitidos,2016-09-14,18:08,134,4,,,MONZÓ Emilio,AFIRMATIVO,14,13,HCDN134R14,Más de la mitad,Ordinario,Tablas,Expediente 138-S-15 - Orden del Día 403 - Votación en General.,162,13
